qid,country,wave,q101CLEAN,q102CLEAN,q709CLEAN,a1,rID
241,palestine,1,bad,somewhat worse,oppose,NA,531
865,palestine,1,bad,somewhat worse,oppose,NA,532
1207,palestine,1,bad,somewhat worse,oppose,NA,533
369,palestine,1,bad,somewhat worse,oppose,NA,534
802,palestine,1,bad,somewhat worse,oppose,NA,535
203,palestine,1,bad,somewhat worse,accept,NA,536
801,palestine,1,bad,somewhat worse,accept,NA,537
814,palestine,1,bad,somewhat worse,oppose,NA,538
427,palestine,1,bad,somewhat worse,oppose,NA,539
1029,palestine,1,bad,somewhat worse,oppose,NA,540
1067,palestine,1,bad,somewhat worse,oppose,NA,541
604,palestine,1,bad,somewhat worse,oppose,NA,542
317,palestine,1,bad,somewhat worse,oppose,NA,543
751,palestine,1,bad,somewhat worse,oppose,NA,544
545,palestine,1,bad,somewhat worse,oppose,NA,545
646,palestine,1,bad,somewhat worse,oppose,NA,546
583,palestine,1,bad,somewhat worse,oppose,NA,547
713,palestine,1,bad,somewhat worse,oppose,NA,548
68,palestine,1,bad,somewhat worse,accept,NA,549
328,palestine,1,bad,somewhat worse,accept,NA,550
475,palestine,1,bad,somewhat worse,oppose,NA,551
84,palestine,1,bad,somewhat worse,accept,NA,552
1062,palestine,1,bad,somewhat worse,oppose,NA,553
90,palestine,1,bad,somewhat worse,accept,NA,554
349,palestine,1,bad,somewhat worse,oppose,NA,555
400,palestine,1,bad,somewhat worse,oppose,NA,556
135,palestine,1,bad,somewhat worse,oppose,NA,557
189,palestine,1,bad,somewhat worse,accept,NA,558
13,palestine,1,bad,somewhat worse,accept,NA,559
88,palestine,1,bad,somewhat worse,accept,NA,560
71,palestine,1,bad,somewhat worse,oppose,NA,561
64,palestine,1,bad,somewhat worse,accept,NA,562
209,palestine,1,bad,somewhat worse,oppose,NA,563
232,palestine,1,bad,somewhat worse,accept,NA,564
213,palestine,1,bad,somewhat worse,oppose,NA,565
631,palestine,1,bad,somewhat worse,oppose,NA,566
655,palestine,1,bad,somewhat worse,accept,NA,567
78,palestine,1,bad,somewhat worse,accept,NA,568
24,palestine,1,bad,somewhat worse,oppose,NA,569
623,palestine,1,bad,somewhat worse,NA,NA,570
1060,palestine,1,bad,somewhat worse,accept,NA,571
848,palestine,1,bad,somewhat worse,oppose,NA,572
1079,palestine,1,bad,somewhat worse,accept,NA,573
242,palestine,1,bad,somewhat worse,oppose,NA,574
1250,palestine,1,bad,somewhat worse,oppose,NA,575
873,palestine,1,bad,somewhat worse,oppose,NA,576
778,palestine,1,bad,somewhat worse,accept,NA,577
985,palestine,1,bad,somewhat worse,oppose,NA,578
229,palestine,1,bad,somewhat worse,NA,NA,579
388,palestine,1,bad,somewhat worse,oppose,NA,580
615,palestine,1,bad,somewhat worse,oppose,NA,581
252,palestine,1,bad,somewhat worse,oppose,NA,582
412,palestine,1,bad,somewhat worse,oppose,NA,583
759,palestine,1,bad,somewhat worse,oppose,NA,584
1052,palestine,1,bad,somewhat worse,accept,NA,585
14,palestine,1,bad,somewhat worse,oppose,NA,586
840,palestine,1,bad,somewhat worse,accept,NA,587
1069,palestine,1,bad,somewhat worse,oppose,NA,588
584,palestine,1,bad,somewhat worse,NA,NA,589
614,palestine,1,bad,somewhat worse,oppose,NA,590
36,palestine,1,bad,somewhat worse,oppose,NA,591
397,palestine,1,bad,somewhat worse,oppose,NA,592
1101,palestine,1,bad,somewhat worse,oppose,NA,593
440,palestine,1,bad,much worse,accept,NA,594
136,palestine,1,bad,much worse,oppose,NA,595
336,palestine,1,bad,much worse,accept,NA,596
563,palestine,1,bad,much worse,oppose,NA,597
526,palestine,1,bad,much worse,oppose,NA,598
7,palestine,1,bad,much worse,oppose,NA,599
585,palestine,1,bad,much worse,oppose,NA,600
178,palestine,1,bad,much worse,accept,NA,601
227,palestine,1,bad,much worse,oppose,NA,602
1,palestine,1,bad,much worse,oppose,NA,603
539,palestine,1,bad,much worse,accept,NA,604
588,palestine,1,bad,much worse,oppose,NA,605
884,palestine,1,bad,much worse,oppose,NA,606
260,palestine,1,bad,much worse,oppose,NA,607
97,palestine,1,bad,much worse,oppose,NA,608
520,palestine,1,bad,much worse,oppose,NA,609
383,palestine,1,bad,much worse,oppose,NA,610
567,palestine,1,bad,much worse,oppose,NA,611
815,palestine,1,bad,much worse,oppose,NA,612
417,palestine,1,bad,much worse,accept,NA,613
366,palestine,1,bad,much worse,oppose,NA,614
104,palestine,1,bad,much worse,oppose,NA,615
661,palestine,1,bad,much worse,oppose,NA,616
957,palestine,1,bad,much worse,oppose,NA,617
450,palestine,1,bad,much worse,accept,NA,618
1186,palestine,1,bad,much worse,accept,NA,619
320,palestine,1,bad,much worse,oppose,NA,620
375,palestine,1,bad,much worse,NA,NA,621
1261,palestine,1,bad,much worse,oppose,NA,622
796,palestine,1,bad,much worse,NA,NA,623
315,palestine,1,bad,much worse,oppose,NA,624
340,palestine,1,bad,much worse,accept,NA,625
531,palestine,1,bad,much worse,oppose,NA,626
201,palestine,1,bad,much worse,oppose,NA,627
501,palestine,1,bad,much worse,oppose,NA,628
829,palestine,1,bad,much worse,oppose,NA,629
725,palestine,1,bad,much worse,oppose,NA,630
447,palestine,1,bad,much worse,accept,NA,631
138,palestine,1,bad,much worse,oppose,NA,632
154,palestine,1,bad,much worse,oppose,NA,633
696,palestine,1,bad,much worse,oppose,NA,634
1025,palestine,1,bad,much worse,accept,NA,635
461,palestine,1,bad,much worse,accept,NA,636
457,palestine,1,bad,much worse,accept,NA,637
285,palestine,1,bad,much worse,oppose,NA,638
503,palestine,1,bad,much worse,oppose,NA,639
541,palestine,1,bad,much worse,oppose,NA,640
707,palestine,1,bad,much worse,oppose,NA,641
190,palestine,1,bad,much worse,oppose,NA,642
489,palestine,1,bad,much worse,accept,NA,643
1158,palestine,1,bad,much worse,oppose,NA,644
389,palestine,1,bad,much worse,oppose,NA,645
298,palestine,1,bad,much worse,oppose,NA,646
1030,palestine,1,bad,much worse,oppose,NA,647
121,palestine,1,bad,much worse,oppose,NA,648
29,palestine,1,bad,much worse,oppose,NA,649
1221,palestine,1,bad,much worse,oppose,NA,650
1100,palestine,1,bad,much worse,oppose,NA,651
219,palestine,1,bad,much worse,oppose,NA,652
290,palestine,1,bad,much worse,accept,NA,653
1258,palestine,1,bad,NA,oppose,NA,654
506,palestine,1,bad,NA,accept,NA,655
861,palestine,1,bad,NA,oppose,NA,656
110,palestine,1,bad,NA,oppose,NA,657
1016,palestine,1,bad,NA,oppose,NA,658
920,palestine,1,bad,NA,oppose,NA,659
918,palestine,1,bad,NA,oppose,NA,660
1245,palestine,1,bad,NA,oppose,NA,661
513,palestine,1,bad,NA,oppose,NA,662
277,palestine,1,bad,NA,oppose,NA,663
307,palestine,1,bad,NA,oppose,NA,664
577,palestine,1,bad,NA,oppose,NA,665
693,palestine,1,bad,NA,accept,NA,666
385,palestine,1,bad,NA,oppose,NA,667
1154,palestine,1,bad,NA,oppose,NA,668
596,palestine,1,bad,NA,oppose,NA,669
217,palestine,1,bad,NA,oppose,NA,670
704,palestine,1,bad,NA,accept,NA,671
249,palestine,1,bad,NA,oppose,NA,672
1201,palestine,1,bad,NA,NA,NA,673
950,palestine,1,bad,NA,oppose,NA,674
853,palestine,1,bad,NA,oppose,NA,675
1059,palestine,1,bad,NA,accept,NA,676
663,palestine,1,bad,NA,accept,NA,677
1219,palestine,1,bad,NA,accept,NA,678
975,palestine,1,bad,NA,oppose,NA,679
147,palestine,1,bad,NA,oppose,NA,680
1019,palestine,1,bad,NA,oppose,NA,681
231,palestine,1,very bad,much better,accept,NA,682
764,palestine,1,very bad,much better,oppose,NA,683
1049,palestine,1,very bad,much better,oppose,NA,684
1087,palestine,1,very bad,much better,oppose,NA,685
919,palestine,1,very bad,much better,oppose,NA,686
1237,palestine,1,very bad,much better,oppose,NA,687
1162,palestine,1,very bad,much better,oppose,NA,688
1239,palestine,1,very bad,much better,accept,NA,689
835,palestine,1,very bad,much better,oppose,NA,690
214,palestine,1,very bad,much better,accept,NA,691
548,palestine,1,very bad,much better,accept,NA,692
1048,palestine,1,very bad,much better,accept,NA,693
1044,palestine,1,very bad,much better,oppose,NA,694
837,palestine,1,very bad,much better,oppose,NA,695
755,palestine,1,very bad,much better,oppose,NA,696
651,palestine,1,very bad,much better,oppose,NA,697
278,palestine,1,very bad,much better,oppose,NA,698
767,palestine,1,very bad,much better,oppose,NA,699
540,palestine,1,very bad,much better,oppose,NA,700
1020,palestine,1,very bad,much better,accept,NA,701
825,palestine,1,very bad,much better,oppose,NA,702
1017,palestine,1,very bad,much better,oppose,NA,703
72,palestine,1,very bad,much better,oppose,NA,704
1266,palestine,1,very bad,much better,oppose,NA,705
903,palestine,1,very bad,much better,oppose,NA,706
800,palestine,1,very bad,much better,oppose,NA,707
847,palestine,1,very bad,much better,oppose,NA,708
730,palestine,1,very bad,much better,accept,NA,709
1262,palestine,1,very bad,much better,oppose,NA,710
984,palestine,1,very bad,much better,oppose,NA,711
999,palestine,1,very bad,much better,accept,NA,712
1089,palestine,1,very bad,much better,oppose,NA,713
1216,palestine,1,very bad,much better,oppose,NA,714
51,palestine,1,very bad,much better,accept,NA,715
406,palestine,1,very bad,much better,oppose,NA,716
945,palestine,1,very bad,much better,oppose,NA,717
1141,palestine,1,very bad,much better,oppose,NA,718
879,palestine,1,very bad,much better,oppose,NA,719
179,palestine,1,very bad,much better,accept,NA,720
977,palestine,1,very bad,much better,oppose,NA,721
1231,palestine,1,very bad,much better,oppose,NA,722
1083,palestine,1,very bad,much better,oppose,NA,723
1233,palestine,1,very bad,much better,oppose,NA,724
833,palestine,1,very bad,much better,oppose,NA,725
831,palestine,1,very bad,much better,oppose,NA,726
1128,palestine,1,very bad,much better,oppose,NA,727
823,palestine,1,very bad,much better,accept,NA,728
467,palestine,1,very bad,much better,oppose,NA,729
875,palestine,1,very bad,much better,accept,NA,730
1270,palestine,1,very bad,much better,oppose,NA,731
1074,palestine,1,very bad,much better,oppose,NA,732
1188,palestine,1,very bad,much better,oppose,NA,733
1264,palestine,1,very bad,much better,oppose,NA,734
979,palestine,1,very bad,much better,oppose,NA,735
1198,palestine,1,very bad,much better,accept,NA,736
105,palestine,1,very bad,much better,oppose,NA,737
874,palestine,1,very bad,much better,accept,NA,738
536,palestine,1,very bad,somewhat better,oppose,NA,739
403,palestine,1,very bad,somewhat better,accept,NA,740
889,palestine,1,very bad,somewhat better,oppose,NA,741
969,palestine,1,very bad,somewhat better,accept,NA,742
1199,palestine,1,very bad,somewhat better,accept,NA,743
99,palestine,1,very bad,somewhat better,oppose,NA,744
948,palestine,1,very bad,somewhat better,oppose,NA,745
1006,palestine,1,very bad,somewhat better,oppose,NA,746
1226,palestine,1,very bad,somewhat better,oppose,NA,747
686,palestine,1,very bad,somewhat better,oppose,NA,748
597,palestine,1,very bad,somewhat better,accept,NA,749
1118,palestine,1,very bad,somewhat better,oppose,NA,750
740,palestine,1,very bad,somewhat better,accept,NA,751
85,palestine,1,very bad,somewhat better,accept,NA,752
204,palestine,1,very bad,somewhat better,oppose,NA,753
1046,palestine,1,very bad,somewhat better,oppose,NA,754
1205,palestine,1,very bad,somewhat better,oppose,NA,755
627,palestine,1,very bad,somewhat better,oppose,NA,756
599,palestine,1,very bad,somewhat better,oppose,NA,757
1014,palestine,1,very bad,somewhat better,oppose,NA,758
1240,palestine,1,very bad,somewhat better,oppose,NA,759
1032,palestine,1,very bad,somewhat better,oppose,NA,760
844,palestine,1,very bad,somewhat better,oppose,NA,761
961,palestine,1,very bad,somewhat better,oppose,NA,762
93,palestine,1,very bad,somewhat better,accept,NA,763
630,palestine,1,very bad,somewhat better,oppose,NA,764
890,palestine,1,very bad,somewhat better,oppose,NA,765
926,palestine,1,very bad,somewhat better,oppose,NA,766
763,palestine,1,very bad,somewhat better,accept,NA,767
1235,palestine,1,very bad,somewhat better,oppose,NA,768
109,palestine,1,very bad,somewhat better,oppose,NA,769
123,palestine,1,very bad,somewhat better,oppose,NA,770
672,palestine,1,very bad,somewhat better,oppose,NA,771
987,palestine,1,very bad,somewhat better,oppose,NA,772
895,palestine,1,very bad,somewhat better,oppose,NA,773
1178,palestine,1,very bad,somewhat better,oppose,NA,774
3,palestine,1,very bad,somewhat better,accept,NA,775
838,palestine,1,very bad,somewhat better,oppose,NA,776
112,palestine,1,very bad,somewhat better,oppose,NA,777
1249,palestine,1,very bad,somewhat better,oppose,NA,778
1187,palestine,1,very bad,somewhat better,oppose,NA,779
991,palestine,1,very bad,somewhat better,oppose,NA,780
665,palestine,1,very bad,somewhat better,accept,NA,781
624,palestine,1,very bad,somewhat better,oppose,NA,782
1161,palestine,1,very bad,somewhat better,accept,NA,783
937,palestine,1,very bad,somewhat better,oppose,NA,784
887,palestine,1,very bad,somewhat better,oppose,NA,785
995,palestine,1,very bad,somewhat better,accept,NA,786
799,palestine,1,very bad,somewhat better,accept,NA,787
892,palestine,1,very bad,somewhat better,accept,NA,788
1004,palestine,1,very bad,somewhat better,oppose,NA,789
352,palestine,1,very bad,somewhat better,oppose,NA,790
1263,palestine,1,very bad,somewhat better,accept,NA,791
804,palestine,1,very bad,somewhat better,oppose,NA,792
1011,palestine,1,very bad,somewhat better,accept,NA,793
359,palestine,1,very bad,somewhat better,oppose,NA,794
1174,palestine,1,very bad,somewhat better,oppose,NA,795
1164,palestine,1,very bad,somewhat better,oppose,NA,796
1173,palestine,1,very bad,somewhat better,oppose,NA,797
1122,palestine,1,very bad,somewhat better,oppose,NA,798
484,palestine,1,very bad,somewhat better,accept,NA,799
757,palestine,1,very bad,somewhat better,oppose,NA,800
101,palestine,1,very bad,somewhat better,oppose,NA,801
206,palestine,1,very bad,somewhat better,oppose,NA,802
1185,palestine,1,very bad,somewhat better,oppose,NA,803
728,palestine,1,very bad,somewhat better,oppose,NA,804
876,palestine,1,very bad,somewhat better,oppose,NA,805
965,palestine,1,very bad,somewhat better,oppose,NA,806
496,palestine,1,very bad,somewhat better,oppose,NA,807
342,palestine,1,very bad,somewhat better,accept,NA,808
1259,palestine,1,very bad,somewhat better,oppose,NA,809
988,palestine,1,very bad,somewhat better,oppose,NA,810
922,palestine,1,very bad,somewhat better,oppose,NA,811
970,palestine,1,very bad,somewhat better,oppose,NA,812
1196,palestine,1,very bad,somewhat better,oppose,NA,813
779,palestine,1,very bad,somewhat better,oppose,NA,814
997,palestine,1,very bad,somewhat better,accept,NA,815
469,palestine,1,very bad,somewhat better,oppose,NA,816
1041,palestine,1,very bad,somewhat better,oppose,NA,817
765,palestine,1,very bad,somewhat better,oppose,NA,818
1182,palestine,1,very bad,somewhat better,oppose,NA,819
264,palestine,1,very bad,somewhat better,oppose,NA,820
247,palestine,1,very bad,somewhat better,oppose,NA,821
978,palestine,1,very bad,somewhat better,oppose,NA,822
28,palestine,1,very bad,somewhat better,oppose,NA,823
868,palestine,1,very bad,somewhat better,oppose,NA,824
842,palestine,1,very bad,somewhat better,oppose,NA,825
265,palestine,1,very bad,somewhat better,oppose,NA,826
951,palestine,1,very bad,somewhat better,accept,NA,827
607,palestine,1,very bad,somewhat better,oppose,NA,828
834,palestine,1,very bad,somewhat better,oppose,NA,829
532,palestine,1,very bad,somewhat better,oppose,NA,830
986,palestine,1,very bad,somewhat better,accept,NA,831
974,palestine,1,very bad,somewhat better,oppose,NA,832
523,palestine,1,very bad,somewhat better,oppose,NA,833
87,palestine,1,very bad,somewhat better,accept,NA,834
1256,palestine,1,very bad,somewhat better,oppose,NA,835
591,palestine,1,very bad,somewhat better,oppose,NA,836
953,palestine,1,very bad,somewhat better,accept,NA,837
855,palestine,1,very bad,somewhat better,accept,NA,838
936,palestine,1,very bad,somewhat better,oppose,NA,839
1001,palestine,1,very bad,somewhat better,oppose,NA,840
1189,palestine,1,very bad,somewhat better,oppose,NA,841
165,palestine,1,very bad,somewhat better,oppose,NA,842
1183,palestine,1,very bad,somewhat better,oppose,NA,843
44,palestine,1,very bad,somewhat better,oppose,NA,844
1212,palestine,1,very bad,somewhat better,accept,NA,845
1124,palestine,1,very bad,somewhat better,oppose,NA,846
323,palestine,1,very bad,somewhat better,NA,NA,847
